Возраст;Позиции;Имя;Зарплата;Сумма трансфера;Ликвидность;Характер;Физ;Псих;Тех;ОВР;Вратарь;Вратарь (Зщ);Вратарь-чистильщик (Зщ);Вратарь-чистильщик (По);Вратарь-чистильщик (Ат);ЦЗ;КЗ;ОП;ЦП;КП;АП;АКП;ЦН
21;П (П), АП (ПЦ), НП (Ц);Toby Tolley;Н/Д;€0;;Неамбициозный;;;9;;;16.7;31.1;32.2;32.6;;;;;;;;
21;П (Л), НП (Ц);Kevin Mason;Н/Д;€0;;Неамбициозный;;;8;;;12.9;22.9;23.7;24.1;;;;;;;;
21;П (ПЦ), АП (П);David Chevalier;Н/Д;€0;;Непостоянный;;;7;;;14.3;22.2;22.8;23.6;;;;;;;;
21;П/АП (Ц), НП (Ц);Felix Baker;Н/Д;€0;;Низкая самооценка;;;12;;;13.4;22.8;23.7;25.2;;;;;;;;
21;П (Ц), НП (Ц);Matthew Frost;Н/Д;€0;;Сдержанный;;;12;;;15.3;27.4;28.2;28.9;;;;;;;;
21;З (Ц), ОП, П/АП (Ц);Jason Grant;Н/Д;€0;;Нерешительный;;;12;;;15.7;28.4;29.3;30.1;;;;;;;;
21;З (ЛЦ), КЗ (Л);Norman Evans;Н/Д;€0;;Темпераментный;;;6;;;19.8;28.9;29.5;31.0;;;;;;;;
18;П/АП (Л);Dunstan Berry;€8,750 в год;€0;;Нерешительный;;;10;;;17.6;31.7;32.6;33.3;;;;;;;;
18;АП (П), НП (Ц);Ben Booth;€8,750 в год;€0;;Лояльный;;;12;;;16.8;29.6;30.5;30.9;;;;;;;;
18;В;Zac Carrington;€8,750 в год;€0;;Неамбициозный;;;2;;;42.9;50.1;52.0;52.4;;;;;;;;
17;П/АП (П), НП (Ц);Gerard McBride;€8,750 в год;€0;;Темпераментный;;;7;;;13.6;22.7;23.2;23.9;;;;;;;;
21;П (Ц), АП (ПЦ);George Babalola;Н/Д;€0;;Напористый;;;10;;;19.7;36.6;38.0;38.4;;;;;;;;
18;ОП, П/АП (Ц);Jim Pettigrew;€8,750 в год;€0;;Сдержанный;;;6;;;16.3;25.5;26.4;27.6;;;;;;;;
18;З/КЗ (Л);Freddy McKenzie;€8,750 в год;€0;;Легкомысленный;;;8;;;19.8;31.1;31.7;32.5;;;;;;;;
18;З (Ц);Steve Farley;€8,750 в год;€0;;Сдержанный;;;8;;;19.3;30.5;31.4;32.2;;;;;;;;
18;АП (П);Jordan Greening;€8,750 в год;€0;;Сдержанный;;;7;;;14.4;25.0;25.6;26.3;;;;;;;;
18;АП (ПЦ), НП (Ц);Loveday Saviour;€8,750 в год;€0;;Неамбициозный;;;6;;;13.8;22.9;23.4;24.8;;;;;;;;
18;З (ЛЦ), КЗ (Л);Liam Morris;€8,750 в год;€0;;Нерешительный;;;6;;;19.6;27.6;28.2;28.9;;;;;;;;
19;В;Sitiveni Hughes;€8,750 в год;€0;;Неамбициозный;;;4;;;41.8;51.5;54.0;54.8;;;;;;;;
18;З (Ц), ОП;Leon Lyons;€8,750 в год;€0;;Неамбициозный;;;6;;;16.3;25.2;26.1;26.4;;;;;;;;
18;ОП, П (Ц), АП (ПЦ);Jordan Carter;€8,750 в год;€0;;Сдержанный;;;9;;;16.7;29.8;30.6;31.0;;;;;;;;
18;П (ПЦ), АП (П);Lee Martin;€8,750 в год;€0;;Неамбициозный;;;9;;;12.7;23.2;24.2;24.5;;;;;;;;
18;П (ПЦ), АП (П), НП (Ц);Ronan Hughes;€8,750 в год;€0;;Сдержанный;;;6;;;16.6;26.9;27.6;27.9;;;;;;;;
18;П/АП (Ц);Niall Pettinger;€8,750 в год;€0;;Неамбициозный;;;8;;;19.3;34.4;35.4;36.6;;;;;;;;
18;З/КЗ (Л);Rob Woolfe;€8,750 в год;€0;;Неамбициозный;;;11;;;14.8;26.2;27.1;27.5;;;;;;;;
18;КЗ (Л);Paul Finn;€8,750 в год;€0;;Неамбициозный;;;7;;;15.0;24.6;25.2;25.9;;;;;;;;
18;З (ЛЦ);Kingsley Owolabi;€8,750 в год;€0;;Решительный;;;3;;;19.7;29.2;30.3;31.0;;;;;;;;
18;АП (П), НП (Ц);Levi;€8,750 в год;€0;;Легкомысленный;;;8;;;14.6;25.5;26.4;27.6;;;;;;;;
19;ОП, П (Ц);Dane Saunders;€8,750 в год;€0;;Достаточно настойчивый;;;8;;;19.7;34.9;36.1;37.2;;;;;;;;
18;З (Ц);Duncan Larkin;€8,750 в год;€0;;Достаточно профессионален;;;3;;;19.8;28.2;29.2;29.6;;;;;;;;
18;П/АП (Л);Evan Brady;€8,750 в год;€0;;Неамбициозный;;;8;;;12.1;21.8;22.4;23.5;;;;;;;;
18;П (Ц);Rahzir Smith;€8,750 в год;€0;;Достаточно лояльный;;;9;;;17.3;33.4;34.4;35.5;;;;;;;;
18;З (Ц);Vincenzo Carli;€8,750 в год;€0;;Достаточно настойчивый;;;5;;;18.2;30.0;31.1;31.5;;;;;;;;
18;НП (Ц);Lee Green;€8,750 в год;€0;;Нерешительный;;;7;;;13.8;25.7;26.9;28.0;;;;;;;;
19;П/АП (Ц), НП (Ц);Lawrie Talbot;€8,750 в год;€0;;Сдержанный;;;9;;;15.8;27.3;28.3;29.4;;;;;;;;
18;В;Jonas Hoff Tjore;€8,750 в год;€0;;Неамбициозный;;;3;;;41.0;46.9;48.0;48.4;;;;;;;;
18;В;Dane Johnson;€8,750 в год;€0;;Сдержанный;;;2;;;42.8;50.8;52.7;53.4;;;;;;;;
18;З (ЛЦ), П (Ц);Christy Hogg;€8,750 в год;€0;;Неамбициозный;;;8;;;18.6;30.3;31.4;31.8;;;;;;;;
17;З/П/АП (Ц), НП (Ц);Zak Painter;€8,750 в год;€0;;Неамбициозный;;;10;;;15.4;25.4;26.6;27.3;;;;;;;;
18;З (ПЦ);Lewis Holgate;€8,750 в год;€0;;Неамбициозный;;;5;;;18.4;28.3;29.1;29.9;;;;;;;;
18;ОП, П (ПЛЦ), АП (ПЛ);Stewart Moses;€8,750 в год;€0;;Неамбициозный;;;8;;;16.4;27.7;28.6;29.0;;;;;;;;
21;З (Ц), ОП;Kehinde Nwafor;Н/Д;€0;;Нерешительный;;;6;;;16.6;26.0;26.5;27.6;;;;;;;;
21;З/КЗ (Л);Kalu Babalola;Н/Д;€0;;Достаточно дисциплинированный;;;3;;;17.6;27.2;27.8;29.2;;;;;;;;
18;З (Ц);Ed Jeffreys;€8,750 в год;€0;;Неамбициозный;;;8;;;21.2;33.2;34.5;35.6;;;;;;;;
21;З (Ц);Jack Powell;Н/Д;€0;;Достаточно настойчивый;;;10;;;17.2;25.6;26.0;26.8;;;;;;;;
20;П/АП (Ц);Kieron White;Н/Д;€0;;Неамбициозный;;;12;;;16.4;28.6;29.4;30.5;;;;;;;;
20;З/КЗ (П);Jake Porter;Н/Д;€0;;Темпераментный;;;6;;;18.5;30.1;30.8;31.2;;;;;;;;
21;НП (Ц);Osian Carrington;Н/Д;€0;;Неамбициозный;;;13;;;15.6;29.7;30.6;31.0;;;;;;;;
21;П (П), АП (ПЛ);Lloyd Rushton;Н/Д;€0;;Сдержанный;;;9;;;14.6;27.4;28.5;29.6;;;;;;;;
20;П/АП (Ц);Danny Thomas;Н/Д;€0;;Бесхарактерный;;;8;;;16.0;31.6;32.8;33.5;;;;;;;;
20;З (ПЛЦ);Brian Pascoe;Н/Д;€0;;Неамбициозный;;;3;;;16.1;23.5;24.0;25.1;;;;;;;;
18;З (ЛЦ);Carl Boxhill;€8,750 в год;€0;;Легкомысленный;;;9;;;22.4;34.9;35.8;36.9;;;;;;;;
18;П (П), АП (ПЛ);Fotis Karatzas;€8,750 в год;€0;;Достаточно профессионален;;;8;;;12.2;21.9;22.6;23.0;;;;;;;;
18;В;Javier Barbero;€8,750 в год;€0;;Сдержанный;;;7;;;37.4;41.8;42.9;43.6;;;;;;;;
18;З (Ц), ОП, П (Л);Gerrit Ransom;€8,750 в год;€0;;Неамбициозный;;;5;;;14.6;20.5;21.0;22.1;;;;;;;;
18;В;Jake Hewitt;€8,750 в год;€0;;Неамбициозный;;;5;;;40.4;46.0;47.0;47.4;;;;;;;;
18;ОП, П/АП (Ц), НП (Ц);Ian Colhoun;€8,750 в год;€0;;Сдержанный;;;11;;;16.8;28.4;29.2;29.6;;;;;;;;
18;З/КЗ/П/АП (П);Haydn Wilson;€8,750 в год;€0;;Сдержанный;;;7;;;14.7;22.4;22.8;23.9;;;;;;;;
18;В;Ryan Lawal;€8,750 в год;€0;;Напористый;;;1;;;37.4;43.4;44.4;47.4;;;;;;;;
18;З (ЛЦ);Stewart Heenan;€8,750 в год;€0;;Неамбициозный;;;5;;;17.6;25.9;26.4;26.7;;;;;;;;
18;АП (П), НП (Ц);Francisco Rocha;€8,750 в год;€0;;Достаточно амбициозный;;;11;;;13.4;25.6;26.3;26.6;;;;;;;;
18;П (ЛЦ), АП (Ц);Christian Jones;€8,750 в год;€0;;Сдержанный;;;10;;;16.6;25.1;25.8;26.9;;;;;;;;
17;ОП, П (Ц);Alvin Santos;€8,750 в год;€0;;Неамбициозный;;;7;;;20.2;31.9;32.5;34.0;;;;;;;;
18;П/АП (Ц);Rory Vaughan;€8,750 в год;€0;;Темпераментный;;;8;;;14.1;28.5;29.4;30.5;;;;;;;;
21;З (Ц), ОП, П (Ц);Arthur Stuart;€9,000 в год;€0;;Неамбициозный;;;8;;;17.5;30.2;30.8;31.6;;;;;;;;
18;В;Horace Gillings;€8,750 в год;€0;;Нерешительный;;;7;;;49.9;58.0;59.5;62.2;;;;;;;;
21;П/АП (П), НП (Ц);Carlton Evans;€125,000 в год;€0;;Тверд в решениях;;;13;;;16.9;33.1;34.5;35.2;;;;;;;;
18;З (Ц);Mitch Davies;€8,750 в год;€0;;Неамбициозный;;;7;;;20.1;30.6;31.6;32.3;;;;;;;;
18;П/АП (Ц);Jerome Sanchez;€8,750 в год;€0;;Наемник;;;9;;;16.7;31.0;32.0;33.5;;;;;;;;
18;АП (П), НП (Ц);Brett Catley;€8,750 в год;€0;;Сдержанный;;;8;;;15.2;26.8;27.8;28.5;;;;;;;;
18;З (Ц);Mick Spencer;€8,750 в год;€0;;Темпераментный;;;8;;;17.6;27.6;28.3;29.0;;;;;;;;
18;АП (Л), НП (Ц);Neville Stevens;€8,750 в год;€0;;Достаточно профессионален;;;6;;;17.5;26.5;27.3;27.6;;;;;;;;
18;З (Ц);Russell McAllister;€8,750 в год;€0;;Неамбициозный;;;8;;;20.8;33.0;34.1;34.8;;;;;;;;
21;З (ПЦ);John Kirkpatrick;Н/Д;€0;;Достаточно настойчивый;;;3;;;17.4;24.9;25.5;26.6;;;;;;;;
18;КЗ (П), П (Ц);Lester van der Vlist;€8,750 в год;€0;;Ненадежный;;;11;;;16.1;30.5;31.2;31.9;;;;;;;;
18;П/АП (Ц), НП (Ц);Steven Hall;€8,750 в год;€0;;Неамбициозный;;;13;;;16.7;29.6;30.7;31.4;;;;;;;;
18;В;Fred Burt;€8,000 в год;€0;;Сдержанный;;;1;;;42.3;46.9;48.0;50.6;;;;;;;;
18;ОП, П (ПЦ), АП (П);Omar Darboe;€8,750 в год;€0;;Сдержанный;;;7;;;15.0;26.1;26.8;27.6;;;;;;;;
18;З (Ц), ОП, П (Ц);Victor Folorunsho;€8,750 в год;€0;;Профессионал;;;9;;;17.4;28.2;28.8;29.2;;;;;;;;
17;З (Ц), ОП, П (Ц);Sean Thackray;€8,750 в год;€0;;Сдержанный;;;7;;;14.4;24.2;24.9;26.4;;;;;;;;
17;П/АП (ПЦ);Christos Christopoulos;€8,750 в год;€0;;Достаточно амбициозный;;;11;;;17.4;29.0;29.6;30.0;;;;;;;;
17;АП (Ц), НП (Ц);Ross Young;€8,750 в год;€0;;Достаточно профессионален;;;13;;;15.4;27.6;28.6;29.8;;;;;;;;
17;З (ПЦ), КЗ (П);Gary O'Callaghan;€8,750 в год;€0;;Достаточно дисциплинированный;;;11;;;18.4;28.8;29.6;30.0;;;;;;;;
18;З/КЗ (Л);Bershon Anderson;€8,750 в год;€0;;Непостоянный;;;3;;;17.2;26.8;27.3;28.1;;;;;;;;
18;ОП, П (Ц);Rio Robinson;€8,750 в год;€0;;Достаточно лояльный;;;14;;;18.2;33.2;34.2;34.6;;;;;;;;
18;З (П);Vinny Todd;€8,750 в год;€0;;Неамбициозный;;;5;;;15.3;25.0;25.4;26.6;;;;;;;;
18;З (Л);James Butler;€8,750 в год;€0;;Спортивный;;;11;;;15.5;24.2;24.6;25.0;;;;;;;;
18;П/АП (Ц), НП (Ц);José María Menéndez;€8,750 в год;€0;;Сдержанный;;;7;;;18.0;30.4;31.4;31.8;;;;;;;;
18;ОП, П (Ц);Ashley Brooks;€8,750 в год;€0;;Легкомысленный;;;14;;;19.0;32.5;33.4;34.5;;;;;;;;
17;В;Ifan Jarman;€8,750 в год;€0;;Сдержанный;;;4;;;39.6;49.3;51.7;52.1;;;;;;;;
21;П (Ц), НП (Ц);Sean Wood;€19,750 в год;€0;;Нерешительный;;;5;;;18.6;27.4;27.8;28.5;;;;;;;;
18;В;Tom Smith;€8,750 в год;€0;;Сдержанный;;;2;;;32.4;36.9;37.9;40.9;;;;;;;;
18;П/АП (ПЦ);Alric Thomas;€8,750 в год;€0;;Непостоянный;;;6;;;15.1;25.7;26.5;27.2;;;;;;;;
21;НП (Ц);Zak Starkey;€13,750 в год;€0;;Нерешительный;;;8;;;10.6;21.5;22.8;23.6;;;;;;;;
18;ОП, П/АП (Ц);Jai Parkinson;€8,750 в год;€0;;Достаточно настойчивый;;;10;;;15.3;27.0;27.9;28.3;;;;;;;;
18;З (ПЛЦ);Reece Walsh;€8,750 в год;€0;;Сдержанный;;;7;;;14.9;24.0;24.9;25.3;;;;;;;;
18;З (ПЦ);Dean Thompson;€8,750 в год;€0;;Неамбициозный;;;6;;;16.9;26.7;27.5;27.9;;;;;;;;
18;З (Ц);Peter Rees;€8,750 в год;€0;;Неамбициозный;;;5;;;16.2;28.8;30.2;31.3;;;;;;;;
19;НП (Ц);Stefan Fairclough;€8,750 в год;€0;;Сдержанный;;;10;;;14.5;24.7;25.5;27.0;;;;;;;;
18;П/АП (ПЛ), НП (Ц);Mustapha Okoro;€8,750 в год;€0;;Достаточно настойчивый;;;7;;;12.0;21.5;22.2;23.3;;;;;;;;
19;АП (П);Emmanuel Essien;€8,750 в год;€0;;Нерешительный;;;6;;;12.6;25.7;26.5;26.9;;;;;;;;
18;З (Ц);Rui Costa;€8,750 в год;€0;;Неамбициозный;;;5;;;18.5;30.6;31.4;32.2;;;;;;;;
18;П (ПЦ), АП (П);Richard Mhlanga;€8,750 в год;€0;;Достаточно профессионален;;;4;;;15.4;24.0;24.8;25.2;;;;;;;;
17;З (Л);Fabrice Diaby;€8,750 в год;€0;;Неамбициозный;;;4;;;17.4;27.4;28.0;28.8;;;;;;;;
18;П (Ц), НП (Ц);Scott Clark;€8,750 в год;€0;;Неамбициозный;;;12;;;17.0;29.4;30.0;30.8;;;;;;;;
18;КЗ (ПЛ);Daniel Lamptey;€8,750 в год;€0;;Достаточно дисциплинированный;;;5;;;14.6;23.4;24.1;25.6;;;;;;;;
18;В;Kieron McGovern;€8,750 в год;€0;;Сдержанный;;;2;;;40.2;46.8;48.3;52.8;;;;;;;;
17;З (Ц), ОП;Shane Harewood;€8,750 в год;€0;;Достаточно профессионален;;;7;;;18.5;28.3;29.0;30.1;;;;;;;;
18;В;Alex Williams;€8,750 в год;€0;;Темпераментный;;;1;;;38.8;45.2;47.0;47.7;;;;;;;;
21;НП (Ц);Paul McCarthy;Н/Д;€0;;Нерешительный;;;8;;;15.8;27.7;28.5;29.6;;;;;;;;
18;АП (П), НП (Ц);Clarke Whitworth;€8,750 в год;€0;;Сдержанный;;;12;;;14.0;24.3;25.0;25.8;;;;;;;;
21;В;Kyle Edwards;€11,750 в год;€0;;Сдержанный;;;4;;;49.6;55.3;56.3;56.7;;;;;;;;
17;АП (П), НП (Ц);Joshua Stott;€8,750 в год;€0;;Достаточно профессионален;;;8;;;14.0;23.9;24.8;25.2;;;;;;;;
18;З (П);Gareth Ryan;€8,750 в год;€0;;Неамбициозный;;;3;;;19.7;26.6;27.2;27.9;;;;;;;;
21;НП (Ц);Emmanuel Boakye;Н/Д;€0;;Неамбициозный;;;8;;;13.8;25.9;26.7;27.1;;;;;;;;
17;З/П (Ц);Adam Smedley;€8,750 в год;€0;;Нерешительный;;;8;;;18.9;30.0;30.7;31.1;;;;;;;;
18;З (ПЦ), КЗ (П);Peter Ward;€8,750 в год;€0;;Достаточно дисциплинированный;;;5;;;16.3;26.0;26.9;27.3;;;;;;;;
18;П (ЛЦ), АП (Ц), НП (Ц);Paul Adams;€8,750 в год;€0;;Сдержанный;;;8;;;16.9;31.9;32.8;33.2;;;;;;;;
18;З (Ц);Zak Bowers;€8,750 в год;€0;;Ненадежный;;;3;;;16.0;25.2;25.9;27.0;;;;;;;;
21;АП (ПЛ), НП (Ц);Malik Francis;€14,000 в год;€0;;Сдержанный;;;9;;;15.6;27.3;28.6;29.0;;;;;;;;
18;П (Ц);James McPhee;€8,750 в год;€0;;Неамбициозный;;;14;;;13.9;28.6;29.5;29.8;;;;;;;;
18;В;Dom Gonzales;€8,750 в год;€0;;Неамбициозный;;;2;;;38.3;49.2;51.4;53.2;;;;;;;;
18;З (Ц), ОП, П (ПЦ);Hamza Yalcin;€8,750 в год;€0;;Достаточно лояльный;;;7;;;15.2;25.8;26.8;28.0;;;;;;;;
18;В;Henri N'Dri;€8,750 в год;€0;;Достаточно профессионален;;;2;;;36.5;44.2;45.2;49.0;;;;;;;;
21;З (ЛЦ);Warren Tickle;€8,750 в год;€0;;Неамбициозный;;;7;;;16.6;26.0;26.6;27.0;;;;;;;;
18;П (ПЦ), АП (П);Antonio Palladino;€8,750 в год;€0;;Профессионал;;;6;;;13.6;24.7;25.3;26.5;;;;;;;;
18;З (ПЦ), П (Ц);Patrick Alderson;€8,750 в год;€0;;Сдержанный;;;4;;;14.3;23.8;24.5;24.9;;;;;;;;
18;ОП, П/АП (Ц);Tommy Magee;€8,750 в год;€0;;Ненадежный;;;11;;;15.0;26.0;26.8;27.6;;;;;;;;
18;П/АП (Ц);Morgan Watson;€8,750 в год;€0;;Неамбициозный;;;7;;;13.8;22.2;22.9;24.0;;;;;;;;
18;З (Ц);Marios Nikolaou;€8,750 в год;€0;;Сдержанный;;;9;;;16.9;26.5;27.1;27.9;;;;;;;;
18;З (ЛЦ);Peter Gibbs;€8,750 в год;€0;;Сдержанный;;;7;;;19.5;30.6;31.6;32.3;;;;;;;;
21;П (ПЦ);Dominic Sim;Н/Д;€0;;Неамбициозный;;;12;;;14.7;31.9;33.0;33.4;;;;;;;;
18;З (Ц), КЗ (Л);Karl Swain;€8,750 в год;€0;;Низкая самооценка;;;6;;;18.1;28.1;29.0;29.4;;;;;;;;
18;З (ЛЦ);Nicolas Carey;€8,750 в год;€0;;Общительный;;;6;;;14.7;22.3;23.0;24.2;;;;;;;;
21;В;Junior Clarke;€2,900 в год;€0;;Сдержанный;;;6;;;50.6;63.6;65.9;66.6;;;;;;;;
18;КЗ (П), П/АП (Ц);Benjamin Mansell;€8,750 в год;€0;;Достаточно амбициозный;;;5;;;18.5;28.4;28.7;29.9;;;;;;;;
18;АП (П), НП (Ц);Josh Hutchings;€8,750 в год;€0;;Неамбициозный;;;6;;;13.9;23.1;23.8;24.9;;;;;;;;
18;ОП, П (Ц);Joël de Haan;€8,750 в год;€0;;Неамбициозный;;;9;;;15.9;29.2;30.4;30.8;;;;;;;;
18;В;Nicholas Mandela;€8,750 в год;€0;;Достаточно профессионален;;;3;;;38.0;45.2;47.2;50.6;;;;;;;;
18;З (ПЦ);Mick McNally;€8,750 в год;€0;;Общительный;;;6;;;16.1;26.6;27.6;28.7;;;;;;;;
21;АП (П), НП (Ц);Max Morris;Н/Д;€0;;Реалист;;;6;;;11.2;22.6;23.6;24.0;;;;;;;;
17;П/АП (Л), НП (Ц);Dai Adams;€8,750 в год;€0;;Сдержанный;;;4;;;14.8;24.2;25.0;25.4;;;;;;;;
18;В;Gwynfor Whitfield;€8,750 в год;€0;;Неамбициозный;;;1;;;38.0;44.5;46.2;47.0;;;;;;;;
18;П (Ц), НП (Ц);Jack Drake;€8,750 в год;€0;;Достаточно профессионален;;;9;;;15.2;24.6;25.2;26.4;;;;;;;;
18;З (Ц);Anthony Christodoulou;€8,750 в год;€0;;Сдержанный;;;5;;;17.0;27.9;28.8;29.9;;;;;;;;
18;П/АП (Л), НП (Ц);Jack Carter;€8,750 в год;€0;;Достаточно настойчивый;;;5;;;13.8;24.0;24.8;25.6;;;;;;;;
17;З (Ц), ОП, П (Ц);Matthew Plant;€8,750 в год;€0;;Сдержанный;;;6;;;17.0;26.9;27.6;28.4;;;;;;;;
18;П (Ц), АП (Л);Craig Baker;€8,750 в год;€0;;Неамбициозный;;;8;;;12.9;24.6;25.3;26.4;;;;;;;;
17;З (ПЦ);Tony Crane;€8,750 в год;€0;;Достаточно профессионален;;;8;;;18.1;28.5;29.6;30.4;;;;;;;;
18;ОП, П (Ц);Kinsly Catley;€8,750 в год;€0;;Легкомысленный;;;5;;;17.9;32.6;33.5;34.2;;;;;;;;
18;П (Ц), АП (П), НП (Ц);Hans Schmidt;€8,750 в год;€0;;Сдержанный;;;6;;;13.5;21.5;22.0;23.2;;;;;;;;
18;АП (ПЦ), НП (Ц);Jonathon Edwards;€8,750 в год;€0;;Сдержанный;;;11;;;12.9;22.1;22.4;23.6;;;;;;;;
21;ОП, П (Ц);Ben Roberts;Н/Д;€0;;Неамбициозный;;;7;;;18.1;28.6;29.0;29.4;;;;;;;;
19;АП (ПЦ), НП (Ц);Glenn Gow;€8,750 в год;€0;;Достаточно настойчивый;;;13;;;15.2;27.0;27.6;28.8;;;;;;;;
18;П/АП (Ц), НП (Ц);Gary Bush;€8,750 в год;€0;;Достаточно профессионален;;;11;;;14.4;28.0;29.2;29.6;;;;;;;;
18;П/АП (Ц), НП (Ц);Trey Houston;€8,750 в год;€0;;Нерешительный;;;12;;;14.4;25.6;26.3;27.0;;;;;;;;
17;П/АП (Л);Umut Aydoğan;€8,750 в год;€0;;Неамбициозный;;;11;;;16.5;25.8;26.4;26.7;;;;;;;;
18;В;Iain Belford;€8,750 в год;€0;;Нерешительный;;;1;;;40.0;44.4;45.3;45.7;;;;;;;;
18;З/П/АП (П);Dom Irving;€8,750 в год;€0;;Нерешительный;;;5;;;14.7;24.4;24.9;25.3;;;;;;;;
18;П (Ц), АП (П), НП (Ц);Tim Brown;€8,750 в год;€0;;Сдержанный;;;8;;;14.2;24.7;25.5;25.8;;;;;;;;
18;АП (ПЦ), НП (Ц);Harrison Haywood;€8,750 в год;€0;;Достаточно дисциплинированный;;;9;;;11.9;20.4;21.0;21.7;;;;;;;;
18;З (Ц), П/АП (ЛЦ);Danny Hurley;€8,750 в год;€0;;Наемник;;;7;;;16.8;27.4;28.1;28.5;;;;;;;;
17;З/КЗ/АП (Л);Kenny Oakley;€8,750 в год;€0;;Неамбициозный;;;4;;;18.0;27.2;28.0;28.3;;;;;;;;
18;КЗ (Л), П (Ц);Ioan Dale;€8,750 в год;€0;;Неамбициозный;;;8;;;15.6;28.3;29.2;29.5;;;;;;;;
18;В;Jake Jackson;€8,750 в год;€0;;Неамбициозный;;;5;;;45.4;51.7;53.5;53.8;;;;;;;;
18;П (ПЦ), АП (Ц);John Pepper;€8,750 в год;€0;;Достаточно дисциплинированный;;;9;;;16.9;33.6;34.6;35.3;;;;;;;;
18;З (Ц);Dean Howard;€8,750 в год;€0;;Общительный;;;7;;;16.6;27.5;28.2;29.0;;;;;;;;
18;П (Л), НП (Ц);Nick Jones;€8,750 в год;€0;;Неамбициозный;;;11;;;16.9;29.9;31.0;31.7;;;;;;;;
18;П (Ц), АП (П), НП (Ц);Stephane Priso;€8,750 в год;€0;;Неамбициозный;;;7;;;16.5;28.5;29.3;30.1;;;;;;;;
18;ОП, П/АП (Ц);Louis Lee;€8,750 в год;€0;;Сдержанный;;;11;;;14.0;23.2;24.0;24.4;;;;;;;;
18;З (Ц);Biliaminu Akinola;€8,750 в год;€0;;Сдержанный;;;10;;;17.7;28.0;29.0;30.5;;;;;;;;
18;З (ЛЦ);Choz Henshaw;€8,750 в год;€0;;Ненадежный;;;7;;;15.4;25.2;26.0;26.8;;;;;;;;
21;В;Sam Marshall;€4,500 в год;€0;;Неамбициозный;;;3;;;44.2;49.4;50.6;51.0;;;;;;;;
20;З (ЛЦ);Phil Moore;€15,250 в год;€0;;Достаточно настойчивый;;;5;;;18.4;28.4;29.2;30.0;;;;;;;;
19;З (ПЛ);Lewys Samuels;€8,750 в год;€0;;Неамбициозный;;;7;;;16.2;23.7;24.3;25.4;;;;;;;;
18;З/П (Ц);Corey Sullivan;€8,750 в год;€0;;Неамбициозный;;;5;;;15.1;24.7;25.3;26.4;;;;;;;;
20;З/П (Ц), АП (ПЦ);Connor Mills;Н/Д;€0;;Неамбициозный;;;7;;;16.2;26.7;27.5;28.2;;;;;;;;
18;З (ПЦ);Emmanuel Yeboah;€8,750 в год;€0;;Сдержанный;;;3;;;17.0;27.3;28.3;29.4;;;;;;;;
17;З (ПЛЦ);Martin Dugdale;€8,750 в год;€0;;Энергичный;;;7;;;16.1;26.2;27.2;27.9;;;;;;;;
18;П (Ц), АП (ПЦ);Emmet McNulty;€8,750 в год;€0;;Сдержанный;;;8;;;13.5;25.4;26.1;27.2;;;;;;;;
18;П/АП (Ц);Scott Carey;€8,750 в год;€0;;Достаточно амбициозный;;;10;;;18.2;33.0;34.0;35.1;;;;;;;;
18;П (ЛЦ), АП (Л);Kasey Bush;€8,750 в год;€0;;Лояльный;;;6;;;12.3;23.1;23.6;24.0;;;;;;;;
18;З (Ц);Peter Nagy;€8,750 в год;€0;;Тверд в решениях;;;5;;;18.1;25.8;26.5;26.8;;;;;;;;
18;З/КЗ/П/АП (П);George Brookes;€8,750 в год;€0;;Неамбициозный;;;6;;;14.3;23.5;24.0;24.7;;;;;;;;
18;В;Robert Foy;Н/Д;€0;;Сдержанный;;;4;;;40.8;47.1;48.2;48.9;;;;;;;;
17;З (ПЛ);Jared Wilkins;Н/Д;€0;;Неамбициозный;;;11;;;15.3;24.8;25.5;26.3;;;;;;;;
18;АП (П), НП (Ц);Dan Murray;Н/Д;€0;;Наемник;;;9;;;12.8;20.4;21.0;21.4;;;;;;;;
18;НП (Ц);Jan Pride;Н/Д;€0;;Неамбициозный;;;12;;;14.6;26.0;26.7;27.1;;;;;;;;
18;З (ПЦ);Jerell Doyle;Н/Д;€0;;Нерешительный;;;6;;;17.5;27.2;27.9;29.0;;;;;;;;
17;З (ЛЦ);Josh McCormack;€300 в год;€0;;Сдержанный;;;3;;;13.4;20.3;20.8;21.2;;;;;;;;
18;П/АП (Л);Nick Townrow;Н/Д;€0;;Неамбициозный;;;11;;;14.6;23.0;23.6;24.3;;;;;;;;
